Time,10.000000
1, 1.852893e-01
2, 2.294166e-01
3, 1.895498e-01
4, 8.253494e-02
5, 3.371648e-01
6, 1.687730e-01
7, 7.834420e-02
31, 2.915285e-01
32, 2.863363e-01
33, 3.513218e-01
34, 1.388421e-01
35, 2.585470e-01
36, 3.280299e-01
37, 3.377379e-01
61, 9.327718e-02
62, 2.478134e-01
63, 1.469229e-01
64, 1.085631e-01
65, 2.330576e-01
66, 1.420074e-01
67, 1.455643e-01
91, 2.860840e-01
92, 2.508485e-01
93, 1.505990e-01
94, 1.174957e-01
95, 3.199368e-01
96, 2.132090e-01
97, 2.334448e-01
121, 3.854803e-01
122, 2.345729e-01
123, 2.542058e-01
124, 3.159883e-01
125, 2.900740e-01
126, 2.532725e-01
127, 2.747257e-01
151, 2.418715e-01
152, 3.176521e-01
153, 2.190489e-01
154, 1.029173e-01
155, 2.883369e-01
156, 1.670719e-01
157, 2.083083e-01
181, 2.011465e-01
182, 2.476222e-01
183, 7.820800e-02
184, 1.586818e-01
185, 3.522787e-01
186, 1.307125e-01
187, 2.107683e-01
211, 2.382735e-01
212, 3.683554e-01
213, 3.044537e-01
214, 2.951869e-01
215, 2.794173e-01
216, 4.254721e-01
217, 3.421767e-01
241, 1.847631e-01
242, 3.591668e-01
243, 2.531795e-01
244, 1.352747e-01
245, 2.939268e-01
246, 1.368638e-01
247, 1.532873e-01
271, 2.358438e-01
272, 3.332269e-01
273, 8.658380e-02
274, 2.899097e-01
275, 3.692111e-01
276, 1.129194e-01
277, 2.622816e-01
301, 2.428194e-01
302, 3.740024e-01
303, 3.212222e-01
304, 2.742333e-01
305, 3.090999e-01
306, 2.990083e-01
307, 3.251182e-01
331, 1.473343e-01
332, 2.515018e-01
333, 3.166996e-01
334, 9.725292e-02
335, 3.699653e-01
336, 2.728413e-01
337, 1.453002e-01
361, 1.592324e-01
362, 4.004753e-01
363, 2.533094e-01
364, 1.759864e-01
365, 4.302369e-01
366, 3.415728e-01
367, 2.097466e-01
391, 3.676732e-01
392, 3.779015e-01
393, 3.569755e-01
394, 3.297963e-01
395, 3.542165e-01
396, 4.310905e-01
397, 3.771694e-01
421, 2.420037e-01
422, 3.755321e-01
423, 3.411937e-01
424, 1.936190e-01
425, 4.068019e-01
426, 2.951412e-01
427, 3.095551e-01
451, 2.491545e-01
452, 3.873582e-01
453, 3.011526e-01
454, 2.596021e-01
455, 3.639624e-01
456, 2.133933e-01
457, 2.927839e-01
481, 2.794451e-01
482, 3.684375e-01
483, 2.850559e-01
484, 2.892882e-01
485, 2.783662e-01
486, 4.426072e-01
487, 3.339597e-01
511, 3.611948e-01
512, 3.853558e-01
513, 1.733853e-01
514, 2.039458e-01
515, 3.274984e-01
516, 2.279174e-01
517, 2.969805e-01
541, 2.060040e-01
542, 4.090787e-01
543, 1.172866e-01
544, 3.751166e-01
545, 4.728534e-01
546, 2.492337e-01
547, 3.122665e-01
571, 3.070985e-01
572, 3.972563e-01
573, 2.387486e-01
574, 3.551284e-01
575, 2.853937e-01
576, 3.432479e-01
577, 4.149064e-01
601, 2.093002e-01
602, 3.138780e-01
603, 2.365815e-01
604, 3.436850e-01
605, 3.566169e-01
606, 2.476763e-01
607, 3.119987e-01
631, 2.031747e-01
632, 4.268767e-01
633, 2.501704e-01
634, 2.200853e-01
635, 4.177207e-01
636, 1.082416e-01
637, 3.939150e-01
661, 2.838166e-01
662, 3.895156e-01
663, 3.805200e-01
664, 2.404664e-01
665, 4.524844e-01
666, 3.690959e-01
667, 3.611039e-01
691, 1.986972e-01
692, 3.575803e-01
693, 2.736609e-01
694, 2.106332e-01
695, 2.586479e-01
696, 3.216474e-01
697, 1.925085e-01
721, 2.648763e-01
722, 3.486876e-01
723, 1.861242e-01
724, 2.776162e-01
725, 3.314467e-01
726, 3.799452e-01
727, 3.815704e-01
751, 2.548979e-01
752, 3.447994e-01
753, 3.270393e-01
754, 4.154323e-01
755, 4.153035e-01
756, 3.753459e-01
757, 4.442939e-01
781, 4.323594e-01
782, 3.931741e-01
783, 3.949502e-01
784, 4.312277e-01
785, 4.184593e-01
786, 3.212539e-01
787, 2.909571e-01
811, 2.558399e-01
812, 3.463685e-01
813, 3.295186e-01
814, 1.912983e-01
815, 3.556398e-01
816, 4.183406e-01
817, 1.217111e-01
841, 4.700517e-01
842, 3.847850e-01
843, 3.572098e-01
844, 2.619019e-01
845, 3.618377e-01
846, 3.939222e-01
847, 4.035775e-01
871, 3.791420e-01
872, 3.719835e-01
873, 1.875033e-01
874, 3.307456e-01
875, 4.415960e-01
876, 2.487570e-01
877, 2.411168e-01
901, 1.109481e-01
902, 1.981818e-01
903, 2.248975e-01
904, 4.131788e-01
905, 3.377430e-01
906, 3.705246e-01
907, 8.893536e-02
931, 1.604236e-01
932, 2.780844e-01
933, 3.331485e-01
934, 4.314879e-01
935, 3.974867e-01
936, 4.183794e-01
937, 2.827592e-01
961, 1.693527e-01
962, 2.262709e-01
963, 1.460505e-01
964, 3.529075e-01
965, 3.522844e-01
966, 2.966117e-01
967, 1.404670e-01
991, 1.711023e-01
992, 2.806933e-01
993, 3.356881e-01
994, 2.185778e-01
995, 4.011244e-01
996, 2.428994e-02
997, 2.237095e-01
1021, 2.547447e-01
1022, 3.690505e-01
1023, 3.834028e-01
1024, 2.499609e-01
1025, 3.439418e-01
1026, 3.592653e-01
1027, 3.201144e-01
1051, 1.862704e-01
1052, 3.463441e-01
1053, 2.773586e-01
1054, 5.295207e-02
1055, 3.694744e-01
1056, 2.823711e-01
1057, 2.999628e-01
1081, 4.428531e-02
1082, 2.401318e-01
1083, 2.255999e-01
1084, 3.127930e-01
1085, 4.645561e-01
1086, 3.987164e-01
1087, 3.229058e-01
1111, 3.472086e-01
1112, 3.135308e-01
1113, 3.543681e-01
1114, 3.173089e-01
1115, 3.323681e-01
1116, 3.538341e-01
1117, 2.098452e-01
1141, 3.620465e-01
1142, 2.968299e-01
1143, 4.140720e-01
1144, 4.012361e-01
1145, 4.048686e-01
1146, 5.194052e-01
1147, 1.220882e-01
1171, 1.278696e-01
1172, 3.467381e-01
1173, 1.661521e-01
1174, 2.062873e-01
1175, 3.269632e-01
1176, 2.772017e-01
1177, 5.253641e-02
1201, 4.034266e-01
1202, 3.091946e-01
1203, 2.255064e-01
1204, 1.948537e-01
1205, 1.989226e-01
1206, 1.121110e-01
1207, 8.900052e-02
1231, 3.876710e-01
1232, 4.100746e-01
1233, 2.765668e-01
1234, 3.660493e-01
1235, 3.428063e-01
1236, 1.185429e-01
1237, 0.000000e+00
1261, 1.679099e-01
1262, 1.181816e-01
1263, 3.947895e-01
1264, 3.724009e-01
1265, 5.119667e-01
1266, 2.204769e-01
1267, 3.698698e-02
1291, 9.309881e-02
1292, 0.000000e+00
1293, 4.125821e-01
1294, 3.875031e-01
1295, 3.397651e-01
1296, 4.386018e-01
1297, 1.015534e-01
1321, 1.844531e-01
1322, 2.211794e-01
1323, 3.074899e-01
1324, 4.174055e-01
1325, 3.549618e-01
1326, 3.271732e-01
1327, 0.000000e+00
1351, 3.397168e-01
1352, 3.940478e-01
1353, 2.551701e-01
1354, 2.397723e-01
1355, 2.895472e-01
1356, 7.411891e-02
1357, 8.803137e-02
1381, 3.195939e-01
1382, 3.424838e-01
1383, 2.674657e-01
1384, 3.079931e-02
1385, 1.996808e-01
1386, 1.479865e-01
1387, 1.805040e-01
1411, 1.046203e-01
1412, 3.002923e-01
1413, 1.694845e-01
1414, 1.938256e-02
1415, 1.129466e-01
1416, 8.319114e-02
1417, 2.194919e-02
1441, 0.000000e+00
1442, 5.611902e-02
1443, 1.960517e-01
1444, 2.968049e-01
1445, 3.478545e-01
1446, 3.659316e-01
1447, 1.204548e-01
1471, 5.679306e-02
1472, 1.002327e-01
1473, 4.033714e-01
1474, 3.762373e-01
1475, 3.094174e-01
1476, 3.586295e-01
1477, 2.067365e-01
1501, 3.987521e-02
1502, 2.155849e-01
1503, 2.678704e-01
1504, 3.663288e-01
1505, 3.680212e-01
1506, 3.752420e-01
1507, 1.301938e-01
1531, 4.974844e-02
1532, 0.000000e+00
1533, 3.697684e-01
1534, 3.277415e-01
1535, 4.237934e-01
1536, 3.838634e-01
1537, 3.054162e-02
1561, 1.296444e-01
1562, 3.471014e-02
1563, 0.000000e+00
1564, 2.623756e-02
1565, 1.050223e-01
1566, 0.000000e+00
1567, 0.000000e+00
1591, 3.809451e-01
1592, 1.802899e-01
1593, 1.163412e-01
1594, 2.266608e-01
1595, 3.163143e-01
1596, 2.022015e-01
1597, 0.000000e+00
1621, 5.157857e-02
1622, 5.675671e-02
1623, 2.268050e-01
1624, 3.687708e-01
1625, 4.123488e-01
1626, 3.207282e-01
1627, 1.803748e-02
1651, 7.504223e-02
1652, 1.743392e-02
1653, 3.387192e-01
1654, 3.022717e-01
1655, 2.616657e-01
1656, 3.888020e-01
1657, 9.244363e-02
1681, 7.915716e-02
1682, 2.727429e-01
1683, 2.871433e-01
1684, 3.708110e-01
1685, 4.318201e-01
1686, 3.711362e-01
1687, 2.935197e-02
1711, 3.120604e-01
1712, 3.711522e-01
1713, 4.099606e-01
1714, 2.634163e-01
1715, 3.782219e-01
1716, 1.051530e-01
1717, 0.000000e+00
1741, 3.388206e-01
1742, 4.119219e-01
1743, 2.975555e-01
1744, 4.690735e-02
1745, 0.000000e+00
1746, 0.000000e+00
1747, 0.000000e+00
1771, 6.028922e-02
1772, 2.200390e-01
1773, 5.760324e-02
1774, 6.708326e-02
1775, 1.322910e-01
1776, 6.460508e-02
1777, 0.000000e+00
1801, 0.000000e+00
1802, 0.000000e+00
1803, 3.134319e-01
1804, 3.942150e-01
1805, 3.490165e-01
1806, 3.690259e-01
1807, 9.996986e-02
1831, 0.000000e+00
1832, 5.880091e-02
1833, 3.692696e-01
1834, 4.152032e-01
1835, 3.081060e-01
1836, 4.437323e-01
1837, 3.044121e-01
1861, 0.000000e+00
1862, 4.629000e-02
1863, 3.010968e-01
1864, 3.560128e-01
1865, 3.747402e-01
1866, 3.744935e-01
1867, 3.011694e-01
1891, 0.000000e+00
1892, 7.900854e-02
1893, 3.553007e-01
1894, 2.662477e-01
1895, 4.007627e-01
1896, 3.627364e-01
1897, 1.556958e-01
1921, 8.408393e-02
1922, 0.000000e+00
1923, 5.080008e-02
1924, 1.434004e-01
1925, 1.465689e-01
1926, 1.011096e-01
1927, 2.254930e-02
1951, 2.396339e-01
1952, 0.000000e+00
1953, 2.020397e-02
1954, 2.203565e-01
1955, 2.114714e-01
1956, 1.772413e-01
1957, 0.000000e+00
1981, 2.267654e-02
1982, 0.000000e+00
1983, 3.032698e-01
1984, 3.190872e-01
1985, 4.064448e-01
1986, 4.187572e-01
1987, 1.781619e-01
2011, 0.000000e+00
2012, 0.000000e+00
2013, 2.480272e-01
2014, 3.606801e-01
2015, 3.745668e-01
2016, 2.924612e-01
2017, 1.164154e-01
2041, 1.398553e-01
2042, 9.130812e-02
2043, 2.415919e-01
2044, 4.101793e-01
2045, 3.137395e-01
2046, 3.628427e-01
2047, 3.785615e-02
2071, 2.631334e-01
2072, 2.733085e-01
2073, 2.785826e-01
2074, 2.643822e-01
2075, 2.084437e-01
2076, 1.039251e-01
2077, 0.000000e+00
2101, 2.618984e-01
2102, 3.174136e-01
2103, 1.469467e-01
2104, 0.000000e+00
2105, 0.000000e+00
2106, 0.000000e+00
2107, 0.000000e+00
2131, 0.000000e+00
2132, 1.312243e-01
2133, 4.656932e-02
2134, 1.704543e-01
